478200,2,23279411.27,23279416.75,122334166.8,91353474.33
478200,7,25359885.13,25359892.3,133267109.7,99517684.26
478200,8,22592419.6,22592425.07,118723971.9,88657532.1
478200,11,25094062.15,25094065.42,131870194.8,98474511.5
478200,25,26227974.68,26227981.97,137828944,102924247.2
478200,30,23927221.13,23927228.1,125738423.6,93895612.82
478200,36,27190406.52,27190416.18,142886565.9,106701052
478220,2,23281162.81,23281168.29,122343371.7,91360348.11
478220,7,25355771.67,25355778.93,133245493.5,99501542.29
478220,8,22599038.67,22599044.18,118758754.2,88683505.88
478220,11,25091009.46,25091012.73,131854150.2,98462530.23
478220,25,26236618.78,26236625.78,137874367.9,102958167.7
478220,30,23920476.45,23920483.41,125702979.7,93869144.98
478220,36,27180300.67,27180309.78,142833459.4,106661394.6
478240,2,23282932.2,23282937.68,122352669.5,91367291.28
478240,7,25351692.06,25351699.14,133224052.9,99485531.43
478240,8,22605688.02,22605693.52,118793697.1,88709599.6
478240,11,25087991.81,25087994.86,131838293.8,98450689.43
478240,25,26245266.79,26245273.86,137919815,102992105.4
478240,30,23913746.27,23913753.39,125667612.6,93842734.5
478240,36,27170207.49,27170216.2,142780421,106621788
478260,2,23284719.29,23284724.51,122362060.2,91374303.84
478260,7,25347645.3,25347652.55,133202788.3,99469652.02
478260,8,22612368.08,22612373.23,118828800.4,88735813.15
478260,11,25085010.6,25085013.35,131822626,98438989.42
478260,25,26253919.4,26253927.46,137965285.1,103026060.3
478260,30,23907031.04,23907037.63,125632322.4,93816381.47
478260,36,27160127.84,27160135.73,142727451.4,106582232.8
478280,2,23286523.85,23286529.11,122371543.4,91381385.45
478280,7,25343632.27,25343639.59,133181699.7,99453904.07
478280,8,22619078.31,22619083.59,118864063.7,88762146.08
478280,11,25082065.28,25082067.93,131807146.6,98427430.23
478280,25,26262576.49,26262584.22,138010777.8,103060032.2
478280,30,23900330.01,23900336.71,125597108.9,93790085.73
478280,36,27150061.24,27150069.62,142674551,106542729.3
478300,2,23288345.98,23288351.27,122381119,91388536.11
478300,7,25339652.93,25339660.01,133160787.7,99438287.93
478300,8,22625818.97,22625824.43,118899486.6,88788598.25
478300,11,25079154.89,25079158.16,131791856.4,98416012.18
478300,25,26271238.02,26271244.99,138056293.2,103094021
478300,30,23893643.86,23893650.37,125561972.4,93763847.4
478300,36,27140007.66,27140016.59,142621720.6,106503278
478320,2,23290185.7,23290190.99,122390786.9,91395755.62
478320,7,25335706.82,25335714.18,133140052.3,99422803.77
478320,8,22632589.98,22632595.5,118935068.8,88815169.35
478320,11,25076281.8,25076283.94,131776755.2,98404735.38
478320,25,26279903.31,26279910.58,138101831,103128026.4
478320,30,23886972.07,23886978.73,125526912.6,93737666.42
478320,36,27129968.04,27129976.73,142568960.8,106463879.5
478340,2,23292042.84,23292048.48,122400546.8,91403043.89
478340,7,25331794.94,25331802.13,133119494.1,99407451.86
478340,8,22639391.57,22639396.81,118970810,88841859.19
478340,11,25073443.8,25073446.16,131761843.6,98393600.13
478340,25,26288573.31,26288580.53,138147391.1,103162048.6
478340,30,23880315.11,23880321.58,125491929.7,93711542.85
478340,36,27119942.09,27119950.64,142516272.2,106424534.1
478360,2,23293917.63,23293923.13,122410398.5,91410400.68
478360,7,25327916.65,25327923.9,133099113.1,99392232.27
478360,8,22646222.86,22646228.36,119006709.6,88868667.35
478360,11,25070642.49,25070644.95,131747121.6,98382606.41
478360,25,26297247.34,26297254.82,138192973.2,103196087.1
478360,30,23873672.68,23873679.07,125457023.5,93685476.55
478360,36,27109929.25,27109938.15,142463655.4,106385242.4
478380,2,23295809.85,23295815.17,122420341.9,91417825.93
478380,7,25324071.95,25324079.16,133078909.7,99377145.32
478380,8,22653084.47,22653090.08,119042767.5,88895593.69
478380,11,25067876.69,25067879.37,131732589.5,98371754.57
478380,25,26305925.38,26305932.83,138238577.1,103230142
478380,30,23867044.89,23867051.39,125422194.2,93659467.65
478380,36,27099930.08,27099938.81,142411111.1,106346004.8
478400,2,23297719.31,23297724.7,122430376.9,91425319.61
478400,7,25320261.36,25320268.55,133058884.3,99362191.3
478400,8,22659976.17,22659981.76,119078983.4,88922638.02
478400,11,25065147.83,25065150.58,131718247.8,98361044.83
478400,25,26314607.62,26314614.77,138284203,103264213.3
478400,30,23860431.7,23860438.07,125387441.8,93633516.23
478400,36,27089945.34,27089954.15,142358640.1,106306821.9
478420,2,23299646.45,23299651.65,122440503.2,91432881.45
478420,7,25316484.4,25316491.74,133039037.1,99347370.31
478420,8,22666897.73,22666903.47,119115356.7,88949799.95
478420,11,25062454.37,25062458.19,131704096.4,98350477.3
478420,25,26323294.34,26323301.04,138329850.4,103298300.6
478420,30,23853833.23,23853839.73,125352766.3,93607622.16
478420,36,27079974.77,27079983.48,142306242.9,106267694.1
478440,2,23301590.7,23301596.07,122450720.7,91440511.42
478440,7,25312741.53,25312748.88,133019368.4,99332682.64
478440,8,22673849.09,22673854.94,119151887.4,88977079.31
478440,11,25059798.2,25059801.34,131690135.8,98340052.25
478440,25,26331984.56,26331991.67,138375519.3,103332404
478440,30,23847249.39,23847255.88,125318167.7,93581785.55
478440,36,27070017.98,27070026.4,142253920.1,106228621.9
478460,2,23303552.31,23303557.73,122461029,91448209.22
478460,7,25309032.84,25309039.86,132999878.2,99318128.31
478460,8,22680830.54,22680836.24,119188574.7,89004475.67
478460,11,25057177.95,25057181.38,131676366.1,98329769.66
478460,25,26340679.11,26340686.09,138421209.3,103366523.2
478460,30,23840679.9,23840686.65,125283645.8,93556006.22
